id,Title,Content,"Publication Authors_publication_author_name","Publication Year",DOI,"Publication URLs","RDC List_id","Book Title","BibTex Type","Journal Name",Number,"Network Ref"
22471,"Understanding college major choice decisions in Canada",,"Noémie Schmiedel",2013,,,"QUE,COOL",,MASTERSTHESIS,,,mastersthesis
22472,"The First Nations regional early childhood, education and employment survey",,"Katie Wood",2013,,https://www.youtube.com/watch?v=y4w8nKfvfrU,"CRDCN,SWO",,MISC,,,video
22473,"Assessing biological aging: The origin of deficit accumulation",,"Arnold Mitnitski,Xiaowei Song,Kenneth Rockwood",2013,,http://link.springer.com/article/10.1007/s10522-013-9446-3,DAL,,ARTICLE,Biogerontology,1,article
22474,"Le revenu des ménages et des individus au Québec",,"Stéphane Crespo,Sylvie Rheault",2013,,http://qe.cirano.qc.ca/contenu/le_quebec_economique_2012,MTL,"Le Québec économique 2012",INBOOK,,,bookchap
22475,"The relation between aerobic fitness, muscular fitness and obesity in children from three countries at different stages of the physical activity transition",,"M. Héroux,V. Onywera,M. S. Tremblay,K. B. Adamo,J. L. Taylor,E. J. Ulloa,I. Janssen",2013,,http://www.hindawi.com/journals/isrn/2013/134835/abs/,QUE,,ARTICLE,"ISRN Obesity",2013,article
22476,"Low social support as a risk factor for a major depressive episode in Canadian community dwelling seniors",,"Trevor Cook",2013,,http://theses.ucalgary.ca/handle/11023/2120,PRC,,MASTERSTHESIS,,,mastersthesis
22477,"Estimating the returns to firm-sponsored classroom and on-the-job training",,"Benoît Dostie",2013,,http://www.jstor.org/stable/10.1086/671186,MTL,,ARTICLE,"Journal of Human Capital",2,article
22478,"Technology and society: Social networks, power, and inequality",,VariousAuthors,2013,,http://www.oupcanada.com/catalog/9780195437836.html,UWO,,BOOK,,,book
22479,"Using correction equations based on measured height and weight weakens associations between obesity based on self-reports and chronic diseases",,"Cynthia L. Murray,Gordon W. Walsh,Sarah Connor Gorber",2013,,http://www.hindawi.com/journals/eri/2013/890762/abs/,DAL,,ARTICLE,"Epidemiology Research International",Online,article
22480,"Three essays in health economics",,"Chao Wang",2013,,https://macsphere.mcmaster.ca/handle/11375/13150,MCM,,PHDTHESIS,,,phdthesis
22481,"Diagnostic status, functional status and complexity among Canadian children with neurodevelopmental disorders and disabilities: a population-based study",,"Anton R. Miller,Louise C. Mâsse,Jane Shen,Veronica Schiariti,Lori Roxborough",2013,,http://informahealthcare.com/doi/abs/10.3109/09638288.2012.699580,BCI,,ARTICLE,"Disability and Rehabilitation",6,article
22482,"De la banlieue à la ville centre: déterminants la mobilité résidentielle des banlieusards de Montréal",,"Guillaume Marois,Alain Bélanger",2013,,http://www.uwinnipeg.ca/ius/docs/publications/cjur-2013-v22-2.pdf,MTL,,ARTICLE,"Canadian Journal of Urban Research",2,article
22483,"Provincial variation in the causal dynamics of youth poverty",,"Samuel Faustmann",2013,,,UTO,,ARTICLE,,,workpaper
22484,"Early neurodevelopment and self-reported adolescent symptoms of depression and anxiety in a national Canadian cohort study",,"C. Rebecca North,T. Cameron Wild,Lonnie Zwaigenbaum,Ian Colman",2013,,http://www.ncbi.nlm.nih.gov/pubmed/23437245,UAB,,ARTICLE,"PLoS ONE",2,article
22485,"Évaluation du rendement de l'éducation universitaire selon les groupes linguistiques au Québec en 2005",,"Julien Tousignant",2013,,,MTL,,MASTERSTHESIS,,,mastersthesis
22486,"Predictors of obesity among Métis children: Socio-economic, behavioural and cultural factors",,"Martin J. Cooke,Piotr Wilk,Kenneth W. Paul,Shelley L. H. Gonneville",2013,,http://journal.cpha.ca/index.php/cjph/article/view/3765,SWO,,ARTICLE,"Canadian Journal of Public Health",4,article
22487,"Stress and development of depression and heavy drinking in adulthood: Moderating effects of childhood trauma",,"Ian Colman,Yasmin Garad,Yiye Zeng,Kiyuri Naicker,Murray Weeks,Scott B. Patten,Peter B. Jones,Angus H. Thompson,T. Cameron Wild",2013,,http://www.ncbi.nlm.nih.gov/pubmed/22684339,UAB,,ARTICLE,"Social Psychiatry and Psychiatric Epidemiology",2,article
22488,"Comorbid anxiety disorders in Canadians with bipolar disorder: Clinical characteristics and service use",,"Lisa D. Hawke,Martin D. Provencher,Sagar V. Parikh,Brandon Zagorski",2013,,http://publications.cpa-apc.org/browse/documents/599,"MTL,UTO",,ARTICLE,"Canadian Journal of Psychiatry",7,article
22489,"Obesity and health care utilization trends in Canada during the period 1996-97 to 2009-10",,"Michael Lebenbaum",2013,,http://ir.lib.uwo.ca/etd/1093/,UWO,,MASTERSTHESIS,,,mastersthesis
22490,"Essais sur la protection d'emploi et le bien-être des travailleurs",,"Nicolas Lepage-Saucier",2013,,http://www.archipel.uqam.ca/6165/,MTL,,PHDTHESIS,,,phdthesis
22491,"Protective factors for mental disorders in female service members: Comparisons with men in a representative survey",,"N. Mota,M. Medved,D. Whitney,D. Hiebert-Murphy,J. Sareen",2013,,http://www.ncbi.nlm.nih.gov/pubmed/24165104,WIN,,ARTICLE,"Canadian Journal of Psychiatry",10,article
22492,"The relationship between age and work injury in British Columbia: Examining differences across time and nature of injury",,"Peter Smith,Amber Bielecky,Cameron Mustard,Dorcas Beaton,Sheilah Hogg-Johnson,Selahadin Ibrahim,Mieke Koehoorn,Chris McLeod,Ron Saunders,Heather Scott-Marshall",2013,,https://www.jstage.jst.go.jp/article/joh/55/2/55_12-0219-OA/_article,UTO,,ARTICLE,"Journal of Occupational Health",2,article
22493,"Social gradients in child health and development in relation to income inequality. Who benefits from greater equality?",,"Philippa Bird",2013,,http://etheses.whiterose.ac.uk/5121/,MTL,,PHDTHESIS,,,phdthesis
22494,"Longitudinal dynamics of trait emotional intelligence: Measurement invariance, construct stability, and mean level change from late childhood to adolescence",,"Kateryna V. Keefer",2013,,http://qspace.library.queensu.ca/handle/1974/7786,UTO,,PHDTHESIS,,,phdthesis
22495,"Parentalité précoce et scolarité: l'effet de la trajectoire parentale sur l'obtention du diplôme",,"Isabelle Moreau",2013,,https://papyrus.bib.umontreal.ca/xmlui/handle/1866/9154,,,MASTERSTHESIS,,,mastersthesis
22496,"Le fardeau économique de l'obésité et de l'embonpoint",,"Chantal Blouin",2013,,https://www.inspq.qc.ca/publications/1750,MTL,,TECHREPORT,,,report
22497,"Essays in applied econometrics",,"Benjamin C. Harris",2013,,http://summit.sfu.ca/item/12773,BCI,,PHDTHESIS,,,phdthesis
22498,"Les facteurs associés à la poursuite de l'allaitement maternel chez les jeunes mères canadiennes",,"Annie Benoit",2013,,http://www.usherbrooke.ca/sciences-cliniques/fileadmin/sites/sciences-cliniques/documents/projets_de_recherche/liste_memoires_termines.pdf,MTL,,MASTERSTHESIS,,,mastersthesis
22499,"Comparing the risk associated with psychosocial work conditions and health behaviours on incident hypertension over a nine-year period in Ontario, Canada",,"Peter Smith,Cameron Mustard,Hong Lu,Rick Glazier",2013,,http://journal.cpha.ca/index.php/cjph/article/view/3495,UTO,,ARTICLE,"Canadian Journal of Public Health",1,article
22500,"Cardiovascular risk factor profiles of normal and overweight children and adolescents: Insights from the Canadian Health Measures Survey",,"Katerina Maximova,Stefan Kuhle,Zachary Davidson,Christina Fung,Paul J. Veugelers",2013,,http://www.onlinecjc.ca/article/S0828-282X(12)01217-2/abstract,UAB,,ARTICLE,"Canadian Journal of Cardiology",8,article
22501,"Prevalence of 10-year risk of cardiovascular diseases and associated risks in Canadian adults: The contribution of cardiometabolic risk assessment introduction",,"Solmaz Setayeshgar,Susan J. Whiting,Hassanali Vatanparast",2013,,http://www.hindawi.com/journals/ijht/2013/276564/,SKY,,ARTICLE,"International Journal of Hypertention",,article
22502,"The association of physically active leisure with well-being among diverse racial groups",,"Steven E. Mock,A. Wade Wilson,Bryan Smale,Margo Hilbrecht",2013,,http://www.tandfonline.com/doi/pdf/10.1080/14927713.2013.867159,SWO,,ARTICLE,Leisure/Loisir,3,article
22503,"Fighting poverty: assessing the effect of guaranteed minimum income proposals in Québec",,"Nicholas-James Clavet,Jean-Yves Duclos,Guy Lacroix",2013,,http://muse.jhu.edu/login?auth=0&type=summary&url=/journals/canadian_public_policy/v039/39.4.clavet.html,MTL,,ARTICLE,"Canadian Public Policy",4,article
22504,"L'accès à l'université : le Québec est-il en retard ?",,"Benoît Laplante,Pierre Doray,Nicolas Bastien,Pierre Chenard",2013,,http://www.cirst.uqam.ca/portals/0/docs/note_rech/2013-01c.pdf,MTL,,ARTICLE,"Note de recherche du CIRST",13-Jan,workpaper
22505,"Effects of primary care reform in Quebec on access to health care services",,"Catherine Dunkley-Hickin,Erin Strumpf",2013,,http://www.hhr-rhs.ca/index.php?option=com_content&view=article&id=381%3aeffects-of-quebecs-primary-health-care-reform-on-access-to-health-care&catid=143%3ahhr-planning&itemid=141&lang=fr,MTL,,ARTICLE,"Canadian Health Human Resources Network (CHHRN)",,workpaper
22506,"Where is all the talent? A study of the migratory patterns of post-secondary graduates in New Brunswick",,"Ashley Calhoun",2013,,http://www.unb.ca/fredericton/arts/departments/sociology/graduatestudents/index.html,UNB,,MASTERSTHESIS,,,mastersthesis
22507,"Interactions between neighborhood characteristics and individual functional status in relation to disability among Québec urbanites",,"Mathieu D. Philibert,Robert Pampalon,Denis Hamel,Mark Daniel",2013,,http://www.sciencedirect.com/science/article/pii/s1936657413000447,MTL,,ARTICLE,"Disability and Health Journal",4,article
22508,"Legislated changes to federal pension income in Canada will adversely affect low income seniors' health",,"J.C. Herbert Emery,Valerie C. Fleisch,Lynn McIntyre",2013,,http://dx.doi.org/10.1016/j.ypmed.2013.09.004,UTO,,ARTICLE,"Preventive Medicine",,article
22509,"Senior poverty in Canada: A decomposition analysis",,"Tammy Schirle",2013,,http://www.clsrn.econ.ubc.ca/workingpapers/CLSRN%20Working%20Paper%20no.%20118%20-%20%20Abstract.pdf,SWO,,ARTICLE,,118,workpaper
22510,"Socio-economic inequities in dietary sodium consumption among Canadian adults",,"Lindsay McLaren,Shayla Heidinger,Daniel J. Dutton,Valerie Tarasuk,Norman R. Campbell",2013,,https://www.youtube.com/watch?v=tRAidZsN3f8,"PRC,SWO",,MISC,,,video
22511,"Migration, commuting distance, and urban sustainability in ontario's greater golden horseshoe: implications of the greenbelt and places to grow legislation",,"Bruce Newbold,Darren Scott",2013,,http://onlinelibrary.wiley.com/doi/10.1111/j.1541-0064.2013.12044.x/abstract,MCM,,ARTICLE,"The Canadian Geographer / Le Géographe canadien",4,article
22512,"2013 Canadian exposure factors handbook: Life expectancy, body dimensions, inhalation, time-activity, and soil ingestion",,"G. Mark Richardson",2013,,http://www.usask.ca/toxicology/docs/cef,SKY,,BOOK,,,book
22513,"Obesity in Canada: how survey data can inform public policy",,"Jean-Michel Billette",2013,,https://www.youtube.com/watch?v=OhJAhbhUNto,CRDCN,,MISC,,,video
22514,"Rôle de l'immigration sur le niveau de littératie de la population canadienne : une analyse statistique",,,2013,,http://www.im.metropolis.net/working-paper-n-53-role-de-limmigration-sur-le-niveau-de-litteratie-de-la-population-canadienne-une-analyse-statistique/,MTL,,ARTICLE,"Centre Métropolis du Québec - Immigration et métropoles",53,workpaper
22515,"Determinants of objective health outcomes on life satisfaction: A panel analysis on Canadian longitudinal data",,"Yu-Cheng (Greg) Chang",2013,,,MTL,,MASTERSTHESIS,,,mastersthesis
22516,"Guaranteed income supplement (GIS) status amongst the retired population: An analysis of the incidence",,"Ross Finnie,David Gray,Yan Zhang",2013,,https://www.jstor.org/stable/23594758?seq=1,UNB,,ARTICLE,"Canadian Public Policy / Analyse de Politiques",S1,article
22517,"Mental disorders and their association with perceived work stress: An investigation of the 2010 Canadian Community Health Survey",,"Andrew C. H. Szeto,Keith S. Dobson",2013,,http://psycnet.apa.org/journals/ocp/18/2/191/,QUE,,ARTICLE,"Journal of Occupational Health Psychology",2,article
22518,"How does variable pay relate to pay satisfaction among Canadian workers?",,"Julie Cloutier,Denis Morin,Stéphane Renaud",2013,,http://www.emeraldinsight.com/journals.htm?articleid=17093271&show=abstract,MTL,,ARTICLE,"International Journal of Manpower",5,article
22519,"Say ""yes, I do"" to whom: A study of Taiwanese immigrants' attitudes towards dating, mate selection and marriage",,"Amanda P. H. Lu",2013,,https://ecommons.usask.ca/handle/10388/ETD-2013-11-1311,SKY,,PHDTHESIS,,,phdthesis
22520,"Is it safe? Risk perception and drinking water in a vulnerable population",,"Nicholas D. Spence,Dan Walters",2013,,https://www.youtube.com/watch?v=3UCwV8eTC_M,"UWO,CRDCN,SWO",,MISC,,,video
22521,"Government-insured routine eye examinations and prevalence of nonrefractive vision problems among elderly",,"Ya-Ping Jin,Yvonne M. Buys,Juan Xiong,Graham E. Trope",2013,,http://www.canadianjournalofophthalmology.ca/article/s0008-4182%2813%2900003-3/abstract,UTO,,ARTICLE,"Canadian Journal of Ophthalmology",3,article
22522,"Occupational noise exposure and the risk of diabetes, rheumatoid arthritis, and cardiovascular disease",,"Chaojie Song",2013,,http://hdl.handle.net/2429/44177,BCI,,MASTERSTHESIS,,,mastersthesis
22523,"The Quebec convergence and Canadian life satisfaction, 1985 - 2008",,"Christopher P. Barrington-Leigh",2013,,http://economics.ca/cgi/jab?journal=cpp&article=v39n2p0193,MTL,,ARTICLE,"Canadian Public Policy",2,article
22524,"Changes in the labor market and the nature of employment in western countries",,"Morley Gunderson",2013,,https://www.russellsage.org/publications/rethinking-workplace-regulation,UTO,"Rethinking workplace regulation: Beyond the standard contract of employment",INBOOK,,,bookchap
22525,"Quebec, daycare, and the household strategies of couples with young children",,"Glenn Stalker,Michael Ornstein",2013,,http://economics.ca/cgi/jab?journal=cpp&article=v39n2p0241,UTO,,ARTICLE,"Canadian Public Policy",2,article
22526,"The impact of macroeconomic conditions on obesity in Canada",,"Ehsan Latif",2013,,http://onlinelibrary.wiley.com/doi/10.1002/hec.2946/abstract,PRC,,ARTICLE,"Health Economics",6,article
22527,"Catholicisme et identité nationale au Canada français et au Québec",,"E. Martin Meunier",2013,,https://www.univ-brest.fr/crbc/menu/Editions+du+CRBC/Collection+Collectif/La-decomposition,COOL,"La décomposition des chrétientés occidentales 1950-2010",INBOOK,,,bookchap
22528,"Explaining Aboriginal/non-Aboriginal inequalities in postseparation violence against Canadian Women: Application of a structural violence approach",,"Jeanette Somlak Pedersen,Lorraine HHalinka Malcoe,Jane Pulkingham",2013,,http://vaw.sagepub.com/content/19/8/1034.abstract,BCI,,ARTICLE,"Violence Against Women",8,article
22529,"L'inégalité, la pauvreté et l'intégration économique des immigrés au Canada",,"Nong Zhu,Denise Helly",2013,,http://muse.jhu.edu/journals/canadian_ethnic_studies/v045/45.1-2.zhu.html,MTL,,ARTICLE,,2-Jan,article
22530,"Advancing a participatory approach for youth risk behavior: Foundations, distinctions, and research directions",,"Marlys J. Mason,John F. Tanner,Maria Piacentini,Dan Freeman,Trena Anastasia,Wided Batat,Wendy Boland,Murad Canbulut,Jenna Drenten,Anne Hamby,Priyamvadha Rangan,Zhiyong Yang",2013,,http://www.sciencedirect.com/science/article/pii/s0148296312002329,MTL,,ARTICLE,"Journal of Business Research",8,article
22531,"Pain-related work interference is a key factor in a worker/workplace model of work absence duration due to musculoskeletal conditions in Canadian nurses",,"Eleanor Murray,Renée-Louise Franche,Selahadin Ibrahim,Peter Smith,Nancy Carnide,Peter Cote,Jane Gibson,Jaime Guzman,Mieke Koehoorn,Cameron Mustard",2013,,http://link.springer.com/article/10.1007/s10926-012-9408-7,"BCI,UTO",,ARTICLE,"Journal of Occupational Rehabilitation",4,article
22532,"The effect of leisure-time physical activity on obesity, diabetes, high BP and heart disease among Canadians: Evidence from 2000/01 to 2005/06",,"Sisira Sarma,Rose Anne Devlin,Jason Gilliland,M. Karen Campbell,Gregory S. Zaric",2013,,http://www.canadiancentreforhealtheconomics.ca/papers/the-effect-of-leisure-time-physical-activity-on-obesity-diabetes-high-bp-and-heart-disease-among-canadians-evidence-from-200001-to-200506/,UWO,,ARTICLE,"Canadian Centre for Health Economics Working Paper",13-Jan,workpaper
22533,"La transition travail-retraite: conséquences sur le revenu et les sources de revenus d'une cohorte",,"Stéphane Crespo",2013,,http://www.stat.gouv.qc.ca/statistiques/conditions-vie-societe/donnees-sociodemographiques.html#2013,MTL,,ARTICLE,"Données sociodémographiques en bref",3,article
22534,"Intergenerational effects of disability benefits - Evidence from Canadian social assistance programs",,"Kelly Chen,Lars Osberg,Shelley Phipps",2013,,http://www.clsrn.econ.ubc.ca/workingpapers/CLSRN%20Working%20Paper%20no.%20122%20-%20Abstract.pdf,DAL,,ARTICLE,"CLSRN Working Papers",122,workpaper
22535,"Disparities in academic achievement: Assessing the role of habitus and practice",,"Jason D. Edgerton,Lance W. Roberts,Tracey Peter",2013,,http://link.springer.com/article/10.1007%2fs11205-012-0147-0,WIN,,ARTICLE,"Social Indicators Research",2,article
22536,"Religious affiliations and the trust in persons and institutions of Canada",,"Fernando Mata",2013,,http://p2pcanada.ca/library/religious-affiliations-and-the-trust-in-persons-and-institutions-of-canada/,COOL,,ARTICLE,,,workpaper
22537,"Can breastfeeding solve inequality? The relative moderating impact of breastfeeding on poverty gaps in canadian child cognitive skills",,"Phyllis L. F. Rippeyoung",2013,,http://ejournals.library.ualberta.ca/index.php/cjs/article/view/11628,DAL,,ARTICLE,"Canadian Journal of Sociology",1,article
22538,"Contesting inequality",,"Sébastien Breau,Jurgen Essletzbichler",2013,,http://www.envplan.com/abstract.cgi?id=a46244,MTL,,ARTICLE,"Environment and Planning A",8,article
22539,"PSE latecomers: Profile and labour market outcomes of Ontario PSE graduates",,"Shuping Liu",2013,,,UTO,,TECHREPORT,,,report
22540,"Age at migration, language and fertility patterns among migrants to Canada",,"Ana Ferrer,Alicia Adsera",2013,,http://www.tandfonline.com/doi/full/10.1080/00324728.2013.802007#abstract,PRC,,ARTICLE,"Population Studies",1,article
22541,"The contribution of stress to the comorbidity of migraine and major depression: Results from a prospective cohort study",,"Sonja A. Swanson,Yiye Zeng,Murray Weeks,Ian Colman",2013,,http://bmjopen.bmj.com/content/3/3/e002057.abstract,"COOL,UAB",,ARTICLE,"BMJ Open",3,article
22542,"Economic benefits of studying economics in Canada: A comparison of wages of economics majors with those in other disciplines circa 2005",,"Ather H. Akbari,Yigit Aydede",2013,,http://www.clsrn.econ.ubc.ca/workingpapers/CLSRN%20Working%20Paper%20no.%20109%20-%20Abstract.pdf,DAL,,ARTICLE,"Canadian Labour Market and Skills Researcher Network (CLSRN) Working Paper","No. 109",workpaper
22543,"Brain drain: Why do some post-secondary graduates choose to work in the United States?",,"Brahim Boudarbat,Marie Connolly",2013,,https://www.cirano.qc.ca/fr/sommaires/2013RP-12,MTL,,TECHREPORT,"Rapport de projet / Project Report",2013RP-12,report
22544,"Labour market income transfers and redistribution: National themes and provincial variations",,"Rodney Haddow",2013,,http://www.ubcpress.ca/search/title_book.asp?bookid=299174187,UTO,"Inequality and the fading of redistributive politics",INBOOK,,,bookchap
22545,"Tracking the emotional cost of immigration: Ethno-religious differences and women's mental health",,"Cathy Holtmann,Lucia Tramonte",2013,,http://link.springer.com/article/10.1007/s12134-013-0302-8,UNB,,ARTICLE,"Journal of International Migration and Integration / Revue de l'integration et de la migration internationaleIntegration",4,article
22546,"Development and validation of prediction algorithms for major depressive episode in the general population",,"Jian Li Wang,Douglas Manuel,Jeanne Williams,Norbert Schmitz,Heather Gilmour,Scott Patten,Glenda MacQueen,Arden Birney",2013,,http://www.jad-journal.com/article/s0165-0327(13)00424-2/abstract,PRC,,ARTICLE,"Journal of Affective Disorders",1,article
22547,"The retirement income system and the risks faced by Canadian seniors",,"Kevin Milligan,Tammy Schirle",2013,,http://www.clsrn.econ.ubc.ca/workingpapers/CLSRN%20Working%20Paper%20no.%20120%20-%20Abstract.pdf,SWO,,TECHREPORT,,120,report
22548,"The fertility of recent immigrants to Canada",,"Ana Ferrer,Alicia Adsera",2013,,http://www.iza.org/en/webcontent/publications/papers/viewabstract?dp_id=7289,PRC,,ARTICLE,"Institute for the Study of Labor (IZA) Discussion Paper",7289,workpaper
22549,"La fécondité des immigrantes africaines au Québec de 1986 à 2010",,"Ronald Joseph",2013,,https://papyrus.bib.umontreal.ca/xmlui/handle/1866/10852,MTL,,MASTERSTHESIS,,,mastersthesis
22550,"Government student loan default: Differences between graduates of the liberal arts and applied fields in Canadian colleges and universities",,"Laura Wright,David Walters,David Zarifa",2013,,https://onlinelibrary.wiley.com/doi/10.1111/cars.12004,GUE,,ARTICLE,"Canadian Review of Sociology / Revue canadienne de sociologie",1,article
22551,"Adiposity and physical activity among children in countries at different stages of the physical activity transition: Canada, Mexico and Kenya",,"V. O. Onywera,M. Héroux,E. Jáuregui Ulloa,K. B. Adamo,J. López Taylor,I. Janssen,Mark S. Tremblay",2013,,http://www.ajol.info/index.php/ajpherd/article/view/87577,QUE,,ARTICLE,"African Journal for Physical, Health Education, Recreation and Dance",1,article
22552,"Association between perceived unmet health care need and risk of adverse health outcomes among patients with chronic medical conditions",,"Paul E. Ronksley,Claudia Sanmartin,Hude Quan,Pietro Ravani,Marcello Tonelli,Braden Manns,Brenda R. Hemmelgarn",2013,,http://www.openmedicine.ca/article/view/563,PRC,,ARTICLE,"Open Medicine",1,article
22553,"Work injury risk by time of day in two population-based data sources",,"Cameron A. Mustard,Andrea Chambers,Chris McLeod,Amber Bielecky,Peter M. Smith",2013,,http://oem.bmj.com/content/70/1/49.abstract,UTO,,ARTICLE,"Occupational and Environmental Medicine",1,article
22554,"L'évolution de la qualité d'emploi des immigrants du Canada par rapport aux natifs: une comparaison interprovinciale",,"Maude Boulet",2013,,https://papyrus.bib.umontreal.ca/xmlui/handle/1866/10132,MTL,,PHDTHESIS,,,phdthesis
22555,"Albertan labour in the previous energy boom",,"J. Marchand,T. Song",2013,,,UAB,"An examination of Alberta labour markets",INBOOK,,,bookchap
22556,"Understanding the economic integration of immigrants: A wage decomposition of the earnings disparities between native-born Canadians and recent immigrant cohorts",,"Kristyn Frank,Kelli Phythian,David Walters,Paul Anisef",2013,,https://www.mdpi.com/2076-0760/2/2/40,GUE,,ARTICLE,"Social Science",2,article
22557,"New estimates of labour supply elasticities for married women in Canada 1996-2005",,"Benoît Dostie,Lene Kromann",2013,,http://www.tandfonline.com/doi/abs/10.1080/00036846.2013.776663,MTL,,ARTICLE,"Applied Economics",30,article
22558,"The growing gap: Incomes of seniors and the working age population in Canada",,"Tammy Schirle",2013,,https://www.youtube.com/watch?v=DN7nN07YToQ,"SWO,CRDCN",,MISC,,,video
22559,"Modeling the cumulative effects of social exposures on health: Moving beyond disease-specific models",,"Heather L. White,Patricia O'Campo,Rahim Moineddin,Flora I. Matheson",2013,,http://www.mdpi.com/1660-4601/10/4/1186,UTO,,ARTICLE,"International Journal of Environmental Research and Public Health",4,article
22560,"Les déterminants de l'épargne-études au Québec",,"Marc-André Gauthier",2013,,,MTL,,TECHREPORT,,,report
22561,"Chronic perinatal pain as a risk factor for postpartum depression symptoms in Canadian women",,"Caroline Gaudet,Shi Wu Wen,Mark C. Walker",2013,,http://journal.cpha.ca/index.php/cjph/article/view/4029,COOL,,ARTICLE,"Canadian Journal of Public Health",5,article
22562,"Earnings inequality among Aboriginal groups in Canada",,"Danielle Lamb",2013,,http://link.springer.com/article/10.1007%2fs12122-013-9158-0,UTO,,ARTICLE,"Journal of Labor Research",2,article
22563,"Ethnicity and post-migration health trajectory in new immigrants to Canada",,"Il-Ho Kim,Christine Carrasco,Carles Muntaner,Kwame McKenzie,Samuel Noh",2013,,http://ajph.aphapublications.org/doi/abs/10.2105/ajph.2012.301185,UTO,,ARTICLE,"American Journal of Public Health",4,article
22564,"Exode des cerveaux: Pourquoi certains diplômés d'études postsecondaires choisissent-ils de travailler aux États-Unis?",,"Brahim Boudarbat,Marie Connolly",2013,,https://www.cirano.qc.ca/fr/sommaires/2013RP-13,MTL,,TECHREPORT,"Rapport de projet",2013RP-13,report
22565,"Family structure differences in family functioning: Interactive effects of social capital and family structure",,"Joshua Freistadt,Lisa Strohschein",2013,,http://jfi.sagepub.com/content/early/2012/06/07/0192513x12447054.abstract,UAB,,ARTICLE,"Journal of Family Issues",7,article
22566,"Mapping the social participation of South Asians and mainstream/dominant Canadians: A comparative study",,"Koyel Ranu",2013,,http://theses.ucalgary.ca/handle/11023/1154,PRC,,PHDTHESIS,,,phdthesis
22567,"Tendances et déterminants de l'utilisation de l'aide à domicile subventionnée par le gouvernement par les personnes âgées au Canada, 1996 -1997 à 2009 - 2010",,"Anne Binette Charbonneau",2013,,https://papyrus.bib.umontreal.ca/xmlui/handle/1866/9745,MTL,,MASTERSTHESIS,,,mastersthesis
22568,"Explication de l'écart entre les garçons et les filles quant à l'obtention du diplôme d'études secondaires",,"Marie-Lukress Athus",2013,,http://www.archipel.uqam.ca/5456/,MTL,,MASTERSTHESIS,,,mastersthesis
22569,"Better living through mobility: The relationship between access to transportation, well-being and type of disability",,"Daniel Blais",2013,,http://digitool.Library.McGill.CA:80/R/-?func=dbin-jump-full&object_id=122556&silo_library=GEN01,MTL,,MASTERSTHESIS,,,mastersthesis
22570,"Do higher costs spur process innovations and managerial incentives? Evidence from a natural experiment",,"Benoît Dostie,Rajshri Jayaraman",2013,,http://onlinelibrary.wiley.com/doi/10.1111/jems.12024/abstract,MTL,,ARTICLE,"Journal of Economics and Management Strategy",3,article
22571,"Composition de la famille et risques d'éclatement des familles recomposées: Effet réel ou artefact lié au mode de collecte des données?",,"Céline Le Bourdais,Évelyne Lapierre-Adamcyk,Valerie Heintz-Martin",2013,,http://www.erudit.org/revue/cqd/2013/v42/n1/1017096ar.html?vue=resume,MTL,,ARTICLE,"Cahiers québécois de démographie",1,article
22572,"Revenu, faible revenu et inégalité de revenu : Portrait des Québécoises et des Québécois de 55 ans et plus vivant en logement privé",,"Stéphane Crespo,Sylvie Rheault",2013,,http://www.stat.gouv.qc.ca/statistiques/conditions-vie-societe/revenu/revenu-faible-revenu-2013.html,MTL,,TECHREPORT,,,report
22573,"Examining bonding and bridging activities in the context of a common spaces approach to integration",,"Richard Enns,Anna Kirova,David Connolly",2013,,http://muse.jhu.edu/journals/canadian_ethnic_studies/v045/45.3.enns.html,UAB,,ARTICLE,"Canadian Ethnic Studies / Études ethniques au Canada",3,article
22574,"Pourquoi les femmes gagnent-elles moins que les hommes?",,CRDCN,2013,,https://crdcn.org/list-crdcn-publications,CRDCN,,STANDARD,"En évidence",5,highlight
22575,"Chronic bronchitis in Aboriginal people - prevalence and associated factors",,"Stephanie Konrad,Alomgir Hossain,Ambikaipakan Senthilselvan,James A. Dosman,J. Punam Pahwa",2013,,https://www.canada.ca/en/public-health/services/reports-publications/health-promotion-chronic-disease-prevention-canada-research-policy-practice/vol-33-no-4-2013/chronic-bronchitis-aboriginal-people-prevalence-associated-factors.html,SKY,,ARTICLE,"Chronic Diseases and Injuries in Canada",4,article
22576,"Adverse childhood experiences in relation to mood and anxiety disorders in a population-based sample of active military personnel",,"Jitender Sareen,Christine Henriksen,Shay-Lee Bolton,Tracie O. Afifi,Murray B. Stein,Gordon J. G. Asmundson",2013,,http://journals.cambridge.org/action/displayabstract?frompage=online&aid=8781420&fileid=s003329171200102x,WIN,,ARTICLE,"Psychological Medicine",1,article
22577,"Immigrant skill selection and utilization: A comparative analysis of Australia, Canada, and the U.S.",,"Mikal Skuterud,Andrew Clarke",2013,,https://www.youtube.com/watch?v=kdV04Pn2a3g,"CRDCN,SWO",,MISC,,,video
22578,"Cervical cancer screening among immigrant women in Ontario: the influence of acculturation",,"Nour Schoueri",2013,,https://uwspace.uwaterloo.ca/handle/10012/7209,"SWO,UTO",,PHDTHESIS,,,phdthesis
22579,"Seasonal adjustment, demography, and GDP growth",,"Geoffrey R. Dunbar",2013,,http://economics.ca/cgi/jab?journal=cje&article=v46n3p0811,BCI,,ARTICLE,"Canadian Journal of Economics",3,article
